investor_id,investor_name,city,age_group,fund_name,monthly_investment,sip_start_date,sip_end_date,missed_payments,status,churn
INV02642,Mala Sinha,Vadodara,36-45,SBI Small Cap Fund,3500,2017-02-01,2020-03-01,61,stopped,1
INV02643,Meena Mishra,Mumbai,55+,Axis Bluechip Fund,3500,2022-11-01,,11,active,0
INV02644,Rohan Mishra,Indore,25-35,Mirae Asset Emerging Bluechip Fund,6500,2019-10-01,,19,active,0
INV02645,Meena Yadav,Ahmedabad,46-55,Canara Robeco Emerging Equities,4500,2015-04-01,2023-09-01,62,stopped,1
INV02646,Sneha Khanna,Kochi,25-35,Kotak Standard Multicap Fund,7500,2022-08-01,,7,active,0
INV02647,Sneha Verma,Indore,25-35,Axis Bluechip Fund,7500,2017-02-01,,32,active,0
INV02648,Manoj Nair,Surat,46-55,UTI Flexi Cap Fund,11000,2017-11-01,,38,active,0
INV02649,Seema Yadav,Indore,46-55,Aditya Birla SL Frontline Equity,2500,2016-03-01,,60,active,0
INV02650,Lakshmi Rao,Hyderabad,55+,SBI Small Cap Fund,2500,2022-05-01,2024-05-01,18,stopped,1
INV02651,Gaurav Nair,Bhopal,25-35,Nippon India Small Cap Fund,6000,2015-10-01,2020-10-01,61,stopped,1
INV02652,Pranav Sharma,Chennai,55+,HDFC Mid-Cap Opportunities Fund,1000,2019-10-01,2023-07-01,28,stopped,1
INV02653,Rahul Mishra,Vadodara,46-55,Mirae Asset Emerging Bluechip Fund,1500,2018-05-01,2021-03-01,43,stopped,1
INV02654,Rajesh Patel,Ahmedabad,36-45,UTI Flexi Cap Fund,3500,2021-09-01,2024-09-01,18,stopped,1
INV02655,Karthik Chauhan,Surat,36-45,Mirae Asset Large Cap Fund,1000,2015-10-01,,52,active,0
INV02656,Harish Chauhan,Nagpur,46-55,DSP Mid Cap Fund,6500,2016-09-01,2023-09-01,43,stopped,1
INV02657,Nitin Patel,Visakhapatnam,36-45,HDFC Flexi Cap Fund,7500,2022-05-01,2023-09-01,11,stopped,1
INV02658,Priya Reddy,Surat,36-45,Mirae Asset Large Cap Fund,13000,2015-04-01,,59,active,0
INV02659,Swati Agarwal,Indore,25-35,ICICI Pru Bluechip Fund,6000,2019-07-01,2024-09-01,24,stopped,1
INV02660,Vijay Rao,Surat,36-45,ICICI Pru Value Discovery Fund,5000,2016-01-01,,54,active,0
INV02661,Divya Rao,Bangalore,46-55,Aditya Birla SL Frontline Equity,6000,2019-02-01,2020-02-01,35,stopped,1
INV02662,Sanjay Patel,Surat,36-45,DSP Mid Cap Fund,4000,2019-10-01,,41,active,0
INV02663,Mala Singh,Ahmedabad,55+,HDFC Mid-Cap Opportunities Fund,5500,2020-03-01,2024-07-01,28,stopped,1
INV02664,Swati Chopra,Chennai,46-55,Kotak Emerging Equity Fund,5500,2018-04-01,2018-10-01,43,stopped,1
INV02665,Meena Chaudhary,Hyderabad,55+,HDFC Flexi Cap Fund,2500,2021-10-01,,18,active,0
INV02666,Sneha Nair,Pune,46-55,SBI Bluechip Fund,8500,2016-12-01,2018-07-01,43,stopped,1
INV02667,Harish Mehta,Delhi,36-45,Kotak Emerging Equity Fund,10500,2017-02-01,,59,active,0
INV02668,Gaurav Saxena,Delhi,55+,SBI Bluechip Fund,14000,2017-04-01,,41,active,0
INV02669,Amit Menon,Chennai,36-45,Canara Robeco Emerging Equities,9500,2017-07-01,,41,active,0
INV02670,Nitin Joshi,Visakhapatnam,46-55,Axis Bluechip Fund,2000,2016-05-01,2021-03-01,42,stopped,1
INV02671,Arjun Tiwari,Lucknow,55+,ICICI Pru Value Discovery Fund,3000,2018-04-01,,35,active,0
INV02672,Sanjay Chopra,Bangalore,36-45,SBI Bluechip Fund,7500,2019-10-01,2023-09-01,21,stopped,1
INV02673,Amit Menon,Nagpur,25-35,Canara Robeco Emerging Equities,9000,2019-10-01,2021-04-01,41,stopped,1
INV02674,Dinesh Singh,Mumbai,36-45,Nippon India Growth Fund,3000,2022-03-01,,9,active,0
INV02675,Meena Saxena,Lucknow,36-45,Canara Robeco Emerging Equities,8500,2021-03-01,2023-03-01,27,stopped,1
INV02676,Meena Yadav,Jaipur,36-45,Axis Long Term Equity Fund,4000,2018-03-01,2020-10-01,45,stopped,1
INV02677,Geeta Reddy,Indore,25-35,Nippon India Growth Fund,2500,2021-04-01,2022-09-01,17,stopped,1
INV02678,Swati Sinha,Kolkata,36-45,ICICI Pru Bluechip Fund,43500,2015-05-01,,48,active,0
INV02679,Pooja Saxena,Chandigarh,36-45,DSP Mid Cap Fund,2000,2022-03-01,,12,active,0
INV02680,Swati Nair,Nagpur,25-35,Nippon India Growth Fund,10500,2017-07-01,2021-12-01,39,stopped,1
INV02681,Swati Agarwal,Lucknow,25-35,Axis Bluechip Fund,1000,2018-11-01,2022-08-01,32,stopped,1
INV02682,Manish Verma,Bhopal,55+,SBI Small Cap Fund,5000,2020-03-01,,40,active,0
INV02683,Sanjay Iyer,Visakhapatnam,25-35,UTI Flexi Cap Fund,15500,2019-07-01,2022-08-01,27,stopped,1
INV02684,Archana Menon,Delhi,25-35,Kotak Emerging Equity Fund,35500,2016-01-01,2022-12-01,48,stopped,1
INV02685,Yogesh Patel,Nagpur,46-55,Franklin India Prima Fund,5000,2015-02-01,2020-08-01,57,stopped,1
INV02686,Archana Menon,Kochi,25-35,HDFC Mid-Cap Opportunities Fund,16000,2017-02-01,2023-09-01,48,stopped,1
INV02687,Ananya Shukla,Chennai,25-35,Kotak Standard Multicap Fund,8500,2017-08-01,,42,active,0
INV02688,Sunil Gupta,Hyderabad,55+,Parag Parikh Flexi Cap Fund,6000,2018-05-01,,21,active,0
INV02689,Gaurav Shukla,Chandigarh,46-55,Mirae Asset Emerging Bluechip Fund,3500,2017-11-01,2020-12-01,26,stopped,1
INV02690,Arjun Bansal,Chennai,36-45,DSP Mid Cap Fund,5500,2017-11-01,2018-12-01,48,stopped,1
INV02691,Shweta Bansal,Bangalore,25-35,Canara Robeco Emerging Equities,4000,2020-12-01,2021-06-01,31,stopped,1
INV02692,Sneha Menon,Mumbai,25-35,Axis Bluechip Fund,6000,2019-10-01,2020-12-01,27,stopped,1
INV02693,Preeti Singh,Kochi,55+,SBI Small Cap Fund,2500,2016-08-01,2018-03-01,72,stopped,1
INV02694,Anjali Dubey,Delhi,36-45,SBI Bluechip Fund,9000,2020-07-01,,31,active,0
INV02695,Amit Chaudhary,Bhopal,25-35,HDFC Mid-Cap Opportunities Fund,4500,2020-12-01,2022-06-01,26,stopped,1
INV02696,Rohan Verma,Nagpur,36-45,Franklin India Prima Fund,19500,2015-03-01,2023-10-01,67,stopped,1
INV02697,Puja Malhotra,Hyderabad,25-35,DSP Mid Cap Fund,2000,2015-06-01,2018-10-01,57,stopped,1
INV02698,Arjun Yadav,Vadodara,46-55,HDFC Mid-Cap Opportunities Fund,2500,2020-07-01,2024-06-01,26,stopped,1
INV02699,Puja Kapoor,Vadodara,36-45,ICICI Pru Bluechip Fund,2500,2018-11-01,2022-10-01,24,stopped,1
INV02700,Archana Mishra,Kolkata,36-45,Aditya Birla SL Frontline Equity,2000,2017-01-01,,50,active,0
INV02701,Puja Mehta,Delhi,36-45,Franklin India Prima Fund,10500,2022-07-01,,15,active,0
INV02702,Deepa Bansal,Lucknow,46-55,UTI Flexi Cap Fund,6500,2018-07-01,2022-01-01,31,stopped,1
INV02703,Nitin Mehta,Jaipur,25-35,Kotak Emerging Equity Fund,4500,2022-01-01,,12,active,0
INV02704,Vivek Yadav,Lucknow,25-35,Axis Long Term Equity Fund,3500,2015-01-01,2016-11-01,58,stopped,1
INV02705,Neha Chaudhary,Nagpur,25-35,HDFC Flexi Cap Fund,9000,2021-09-01,2023-07-01,14,stopped,1
INV02706,Seema Rao,Ahmedabad,25-35,Aditya Birla SL Frontline Equity,4500,2022-09-01,,17,active,0
INV02707,Neha Rao,Vadodara,55+,ICICI Pru Value Discovery Fund,5000,2015-10-01,,43,active,0
INV02708,Rajesh Malhotra,Jaipur,46-55,SBI Bluechip Fund,2000,2022-07-01,,18,active,0
INV02709,Gaurav Iyer,Jaipur,25-35,Mirae Asset Emerging Bluechip Fund,5500,2022-10-01,,11,active,0
INV02710,Ananya Sharma,Vadodara,25-35,Nippon India Small Cap Fund,4500,2015-06-01,,78,active,0
INV02711,Harish Gupta,Nagpur,25-35,HDFC Mid-Cap Opportunities Fund,7500,2017-07-01,,34,active,0
INV02712,Ashish Kapoor,Kolkata,46-55,Kotak Emerging Equity Fund,7000,2021-08-01,2023-02-01,20,stopped,1
INV02713,Archana Yadav,Bhopal,36-45,Canara Robeco Emerging Equities,7000,2021-04-01,2023-12-01,21,stopped,1
INV02714,Gaurav Malhotra,Vadodara,36-45,SBI Bluechip Fund,9500,2020-06-01,2023-02-01,19,stopped,1
INV02715,Archana Rao,Delhi,55+,Axis Bluechip Fund,5500,2019-01-01,2021-08-01,25,stopped,1
INV02716,Rohini Joshi,Lucknow,36-45,Mirae Asset Large Cap Fund,15000,2017-09-01,,32,active,0
INV02717,Lakshmi Agarwal,Delhi,25-35,Aditya Birla SL Frontline Equity,3000,2018-03-01,2024-07-01,42,stopped,1
INV02718,Rahul Tiwari,Bangalore,25-35,Mirae Asset Emerging Bluechip Fund,2500,2016-03-01,2019-11-01,52,stopped,1
INV02719,Ravi Pandey,Kolkata,25-35,ICICI Pru Bluechip Fund,2000,2020-10-01,,26,active,0
INV02720,Rajesh Chauhan,Bangalore,46-55,HDFC Mid-Cap Opportunities Fund,9000,2021-08-01,,19,active,0
INV02721,Deepa Tiwari,Chennai,25-35,Nippon India Small Cap Fund,15500,2022-05-01,,8,active,0
INV02722,Kavya Nair,Chennai,46-55,SBI Small Cap Fund,1500,2015-12-01,2016-10-01,74,stopped,1
INV02723,Rahul Kumar,Bhopal,36-45,Canara Robeco Emerging Equities,12000,2018-05-01,,50,active,0
INV02724,Sunita Sinha,Bangalore,46-55,HDFC Mid-Cap Opportunities Fund,16500,2020-05-01,2023-08-01,28,stopped,1
INV02725,Kuldeep Pandey,Indore,25-35,SBI Bluechip Fund,14000,2018-09-01,,28,active,0
INV02726,Seema Yadav,Kochi,25-35,Parag Parikh Flexi Cap Fund,3000,2022-10-01,,5,active,0
INV02727,Ananya Kumar,Ahmedabad,25-35,DSP Mid Cap Fund,10500,2015-12-01,2023-12-01,54,stopped,1
INV02728,Pranav Tiwari,Hyderabad,36-45,Nippon India Small Cap Fund,13500,2020-09-01,2022-11-01,21,stopped,1
INV02729,Harish Sharma,Chandigarh,46-55,Aditya Birla SL Frontline Equity,1000,2017-05-01,2020-06-01,41,stopped,1
INV02730,Arjun Yadav,Delhi,25-35,SBI Small Cap Fund,9500,2017-06-01,2023-03-01,63,stopped,1
INV02731,Gaurav Saxena,Kolkata,25-35,Aditya Birla SL Frontline Equity,5000,2020-01-01,,28,active,0
INV02732,Yogesh Mishra,Nagpur,46-55,Franklin India Prima Fund,5500,2017-03-01,2021-03-01,57,stopped,1
INV02733,Nandini Bansal,Bangalore,36-45,Mirae Asset Large Cap Fund,2000,2022-01-01,2023-08-01,20,stopped,1
INV02734,Kuldeep Yadav,Delhi,25-35,ICICI Pru Value Discovery Fund,6500,2019-06-01,,25,active,0
INV02735,Vikram Saxena,Surat,36-45,DSP Mid Cap Fund,16000,2018-10-01,2024-09-01,35,stopped,1
INV02736,Puja Pillai,Bhopal,46-55,HDFC Flexi Cap Fund,9000,2015-02-01,,53,active,0
INV02737,Rohan Chauhan,Mumbai,36-45,ICICI Pru Value Discovery Fund,5000,2022-05-01,2024-03-01,10,stopped,1
INV02738,Ravi Agarwal,Chandigarh,46-55,Kotak Standard Multicap Fund,3000,2020-03-01,2022-01-01,34,stopped,1
INV02739,Rohini Agarwal,Pune,25-35,Nippon India Small Cap Fund,9500,2020-03-01,,33,active,0
INV02740,Sunita Pandey,Mumbai,25-35,Canara Robeco Emerging Equities,7500,2020-10-01,,30,active,0
INV02741,Suresh Verma,Chandigarh,25-35,HDFC Flexi Cap Fund,5500,2016-01-01,2020-07-01,50,stopped,1
INV02742,Manish Chauhan,Bhopal,25-35,Nippon India Small Cap Fund,9500,2022-08-01,2024-03-01,16,stopped,1
INV02743,Harish Malhotra,Delhi,55+,Nippon India Small Cap Fund,3500,2021-08-01,,27,active,0
INV02744,Puja Reddy,Kolkata,55+,Nippon India Growth Fund,7500,2020-11-01,,20,active,0
INV02745,Yogesh Dubey,Chennai,46-55,Nippon India Growth Fund,17000,2016-02-01,2019-09-01,52,stopped,1
INV02746,Rahul Patel,Visakhapatnam,25-35,HDFC Flexi Cap Fund,12000,2019-03-01,2024-03-01,22,stopped,1
INV02747,Harish Pillai,Surat,55+,SBI Small Cap Fund,5000,2017-07-01,2019-07-01,54,stopped,1
INV02748,Arjun Agarwal,Lucknow,46-55,Nippon India Growth Fund,500,2020-11-01,,22,active,0
INV02749,Arjun Agarwal,Vadodara,36-45,Kotak Standard Multicap Fund,4500,2022-11-01,2024-06-01,12,stopped,1
INV02750,Harish Saxena,Bhopal,46-55,UTI Flexi Cap Fund,10000,2017-04-01,,31,active,0
INV02751,Pranav Tiwari,Kochi,36-45,Kotak Emerging Equity Fund,4000,2016-09-01,,58,active,0
INV02752,Nitin Bansal,Indore,25-35,HDFC Mid-Cap Opportunities Fund,9000,2021-07-01,2023-11-01,16,stopped,1
INV02753,Rajesh Reddy,Indore,36-45,Axis Long Term Equity Fund,4000,2022-06-01,,14,active,0
INV02754,Anil Patel,Kochi,25-35,HDFC Mid-Cap Opportunities Fund,15500,2021-07-01,,14,active,0
INV02755,Ashish Rao,Surat,36-45,Kotak Emerging Equity Fund,4000,2016-12-01,2019-12-01,46,stopped,1
INV02756,Mala Yadav,Delhi,55+,HDFC Flexi Cap Fund,5500,2015-12-01,,50,active,0
INV02757,Nitin Patel,Kochi,36-45,Mirae Asset Large Cap Fund,9000,2016-04-01,,47,active,0
INV02758,Deepa Tiwari,Lucknow,25-35,DSP Mid Cap Fund,2500,2016-06-01,2020-09-01,47,stopped,1
INV02759,Pranav Verma,Hyderabad,46-55,ICICI Pru Value Discovery Fund,5500,2016-08-01,2023-08-01,29,stopped,1
INV02760,Ananya Kumar,Visakhapatnam,46-55,Franklin India Prima Fund,16000,2016-04-01,,47,active,0
INV02761,Vikram Sinha,Jaipur,46-55,ICICI Pru Bluechip Fund,4000,2015-06-01,2021-06-01,45,stopped,1
INV02762,Dinesh Sharma,Indore,25-35,ICICI Pru Bluechip Fund,20500,2020-10-01,2022-11-01,19,stopped,1
INV02763,Rohini Gupta,Vadodara,25-35,SBI Bluechip Fund,3500,2016-08-01,2020-11-01,49,stopped,1
INV02764,Pranav Singh,Surat,36-45,HDFC Flexi Cap Fund,3000,2020-01-01,2023-12-01,34,stopped,1
INV02765,Shweta Agarwal,Visakhapatnam,36-45,Aditya Birla SL Frontline Equity,4500,2022-06-01,,12,active,0
INV02766,Vivek Chaudhary,Pune,46-55,SBI Small Cap Fund,9500,2021-05-01,2022-04-01,26,stopped,1
INV02767,Lakshmi Tiwari,Visakhapatnam,55+,Mirae Asset Emerging Bluechip Fund,6000,2019-12-01,2022-03-01,28,stopped,1
INV02768,Harish Gupta,Lucknow,36-45,Franklin India Prima Fund,1500,2016-10-01,2023-10-01,63,stopped,1
INV02769,Ananya Chaudhary,Vadodara,36-45,UTI Flexi Cap Fund,13500,2020-07-01,,18,active,0
INV02770,Swati Patel,Chandigarh,25-35,SBI Small Cap Fund,2500,2015-08-01,,60,active,0
INV02771,Anjali Pandey,Vadodara,46-55,Parag Parikh Flexi Cap Fund,10500,2018-10-01,,23,active,0
INV02772,Pooja Sinha,Bhopal,36-45,Kotak Standard Multicap Fund,2000,2015-05-01,,56,active,0
INV02773,Rekha Agarwal,Jaipur,46-55,Mirae Asset Large Cap Fund,6000,2022-04-01,,8,active,0
INV02774,Lata Sinha,Jaipur,36-45,HDFC Flexi Cap Fund,3500,2018-01-01,,31,active,0
INV02775,Anjali Menon,Hyderabad,36-45,SBI Small Cap Fund,16500,2016-09-01,,63,active,0
INV02776,Meena Malhotra,Nagpur,36-45,Kotak Emerging Equity Fund,2500,2021-04-01,,24,active,0
INV02777,Gaurav Khanna,Bangalore,25-35,Mirae Asset Large Cap Fund,13000,2022-07-01,2023-02-01,13,stopped,1
INV02778,Swati Chopra,Surat,36-45,Aditya Birla SL Frontline Equity,2500,2022-07-01,,12,active,0
INV02779,Rohini Tiwari,Surat,36-45,Mirae Asset Large Cap Fund,12000,2018-09-01,,18,active,0
INV02780,Sunita Mishra,Hyderabad,55+,UTI Flexi Cap Fund,3000,2018-06-01,,26,active,0
INV02781,Priya Verma,Lucknow,25-35,Nippon India Small Cap Fund,2500,2019-10-01,2024-01-01,35,stopped,1
INV02782,Suresh Patel,Chandigarh,25-35,Canara Robeco Emerging Equities,500,2015-03-01,2019-05-01,78,stopped,1
INV02783,Ananya Joshi,Chandigarh,36-45,Franklin India Prima Fund,5500,2019-08-01,,31,active,0
INV02784,Rekha Joshi,Bhopal,36-45,DSP Mid Cap Fund,7500,2015-06-01,2017-05-01,59,stopped,1
INV02785,Geeta Joshi,Pune,25-35,ICICI Pru Value Discovery Fund,5500,2022-07-01,2024-02-01,9,stopped,1
INV02786,Swati Malhotra,Surat,25-35,Parag Parikh Flexi Cap Fund,2500,2020-06-01,,21,active,0
INV02787,Swati Chaudhary,Chandigarh,36-45,ICICI Pru Bluechip Fund,3000,2017-05-01,2017-11-01,46,stopped,1
INV02788,Vivek Singh,Bhopal,25-35,Axis Long Term Equity Fund,13500,2017-01-01,,36,active,0
INV02789,Mala Nair,Delhi,46-55,Franklin India Prima Fund,4000,2016-06-01,2020-01-01,67,stopped,1
INV02790,Sneha Rao,Indore,46-55,Franklin India Prima Fund,5500,2021-09-01,,19,active,0
INV02791,Rohan Pillai,Hyderabad,36-45,Franklin India Prima Fund,12000,2015-01-01,2018-02-01,68,stopped,1
INV02792,Puja Chaudhary,Mumbai,36-45,Nippon India Growth Fund,7500,2016-12-01,2021-07-01,47,stopped,1
INV02793,Meena Menon,Ahmedabad,55+,ICICI Pru Value Discovery Fund,20000,2018-08-01,2020-10-01,24,stopped,1
INV02794,Puja Menon,Chennai,46-55,ICICI Pru Value Discovery Fund,17000,2021-06-01,,13,active,0
INV02795,Suresh Patel,Nagpur,25-35,HDFC Flexi Cap Fund,11000,2019-07-01,2023-07-01,28,stopped,1
INV02796,Gaurav Singh,Bhopal,36-45,Nippon India Small Cap Fund,4000,2015-04-01,2020-01-01,60,stopped,1
INV02797,Shweta Chopra,Surat,25-35,HDFC Mid-Cap Opportunities Fund,14500,2022-12-01,2023-11-01,6,stopped,1
INV02798,Pranav Gupta,Delhi,25-35,Aditya Birla SL Frontline Equity,5500,2022-10-01,2023-11-01,12,stopped,1
INV02799,Preeti Malhotra,Vadodara,25-35,DSP Mid Cap Fund,10500,2021-07-01,2023-09-01,24,stopped,1
INV02800,Anil Menon,Ahmedabad,36-45,HDFC Mid-Cap Opportunities Fund,9500,2018-02-01,2021-06-01,44,stopped,1
INV02801,Gaurav Sharma,Bhopal,46-55,Mirae Asset Emerging Bluechip Fund,4000,2021-01-01,,16,active,0
INV02802,Lata Kapoor,Lucknow,46-55,Canara Robeco Emerging Equities,6000,2019-01-01,2021-02-01,59,stopped,1
INV02803,Vivek Verma,Mumbai,36-45,ICICI Pru Value Discovery Fund,4000,2019-12-01,2024-09-01,20,stopped,1
INV02804,Puja Singh,Kolkata,36-45,Kotak Emerging Equity Fund,3500,2019-11-01,2021-01-01,24,stopped,1
INV02805,Kuldeep Kumar,Visakhapatnam,36-45,Nippon India Growth Fund,5500,2020-01-01,,24,active,0
INV02806,Nandini Yadav,Kochi,46-55,Kotak Standard Multicap Fund,2500,2021-06-01,,9,active,0
INV02807,Archana Dubey,Nagpur,36-45,Franklin India Prima Fund,11000,2018-07-01,2022-09-01,38,stopped,1
INV02808,Arjun Agarwal,Visakhapatnam,55+,ICICI Pru Bluechip Fund,4000,2016-01-01,,27,active,0
INV02809,Puja Pandey,Kochi,25-35,SBI Small Cap Fund,1500,2015-09-01,2022-08-01,70,stopped,1
INV02810,Rohan Dubey,Indore,25-35,ICICI Pru Value Discovery Fund,17000,2022-01-01,2024-08-01,15,stopped,1
INV02811,Seema Kapoor,Indore,36-45,Mirae Asset Large Cap Fund,2000,2022-06-01,,13,active,0
INV02812,Pooja Pandey,Bhopal,36-45,Franklin India Prima Fund,6000,2017-07-01,2019-11-01,45,stopped,1
INV02813,Vikram Singh,Hyderabad,36-45,Axis Long Term Equity Fund,1000,2016-01-01,2020-01-01,58,stopped,1
INV02814,Sneha Tiwari,Lucknow,36-45,Mirae Asset Emerging Bluechip Fund,6000,2021-11-01,,11,active,0
INV02815,Sunita Chaudhary,Jaipur,36-45,Mirae Asset Emerging Bluechip Fund,10500,2021-08-01,,21,active,0
INV02816,Rohini Mehta,Kolkata,36-45,Parag Parikh Flexi Cap Fund,13000,2018-03-01,2023-06-01,25,stopped,1
INV02817,Ravi Verma,Bhopal,46-55,Kotak Standard Multicap Fund,2000,2015-03-01,,56,active,0
INV02818,Neha Tiwari,Ahmedabad,25-35,Franklin India Prima Fund,2500,2021-08-01,,26,active,0
INV02819,Rohan Gupta,Nagpur,36-45,Nippon India Growth Fund,1500,2020-08-01,2024-03-01,36,stopped,1
INV02820,Vivek Chopra,Jaipur,46-55,Parag Parikh Flexi Cap Fund,4000,2022-04-01,2024-11-01,9,stopped,1
INV02821,Vijay Mehta,Vadodara,36-45,ICICI Pru Value Discovery Fund,34000,2020-05-01,,21,active,0
INV02822,Yogesh Pandey,Lucknow,36-45,Aditya Birla SL Frontline Equity,2500,2017-02-01,,33,active,0
INV02823,Dinesh Joshi,Hyderabad,36-45,HDFC Flexi Cap Fund,5500,2022-05-01,2024-06-01,15,stopped,1
INV02824,Manish Kumar,Bhopal,55+,UTI Flexi Cap Fund,3500,2018-09-01,2020-08-01,48,stopped,1
INV02825,Vivek Sinha,Delhi,36-45,HDFC Flexi Cap Fund,11000,2019-05-01,,29,active,0
INV02826,Sunita Verma,Chennai,25-35,Kotak Standard Multicap Fund,2000,2019-01-01,2022-06-01,23,stopped,1
INV02827,Rajesh Shukla,Surat,55+,UTI Flexi Cap Fund,3000,2017-01-01,2018-11-01,42,stopped,1
INV02828,Sanjay Khanna,Lucknow,36-45,Aditya Birla SL Frontline Equity,4500,2018-04-01,,29,active,0
INV02829,Rahul Verma,Chennai,46-55,Parag Parikh Flexi Cap Fund,2000,2020-05-01,,19,active,0
INV02830,Vikram Kumar,Visakhapatnam,46-55,Kotak Emerging Equity Fund,15500,2020-12-01,2023-05-01,21,stopped,1
INV02831,Suresh Sinha,Chandigarh,36-45,Kotak Emerging Equity Fund,1000,2017-07-01,,55,active,0
INV02832,Gaurav Mehta,Kolkata,36-45,SBI Small Cap Fund,32500,2022-12-01,,18,active,0
INV02833,Arjun Malhotra,Nagpur,46-55,Aditya Birla SL Frontline Equity,6000,2019-01-01,2023-01-01,38,stopped,1
INV02834,Rekha Pillai,Chennai,36-45,Mirae Asset Emerging Bluechip Fund,2500,2019-06-01,2023-09-01,29,stopped,1
INV02835,Vijay Joshi,Surat,36-45,Mirae Asset Large Cap Fund,4500,2021-12-01,2023-08-01,15,stopped,1
INV02836,Meena Saxena,Bhopal,36-45,SBI Bluechip Fund,2000,2018-05-01,2022-10-01,37,stopped,1
INV02837,Seema Nair,Lucknow,25-35,Parag Parikh Flexi Cap Fund,5000,2018-11-01,,18,active,0
INV02838,Suresh Gupta,Vadodara,46-55,SBI Small Cap Fund,6500,2015-04-01,,61,active,0
INV02839,Shweta Sinha,Bangalore,36-45,HDFC Flexi Cap Fund,50000,2017-02-01,2020-10-01,31,stopped,1
INV02840,Anil Saxena,Hyderabad,36-45,Mirae Asset Emerging Bluechip Fund,4000,2022-07-01,,17,active,0
INV02841,Vikram Khanna,Delhi,46-55,HDFC Flexi Cap Fund,2000,2018-10-01,2024-05-01,37,stopped,1
INV02842,Rajesh Gupta,Jaipur,55+,Kotak Standard Multicap Fund,4000,2015-07-01,,57,active,0
INV02843,Lakshmi Saxena,Visakhapatnam,25-35,Nippon India Small Cap Fund,5500,2015-08-01,2024-10-01,63,stopped,1
INV02844,Suresh Sinha,Mumbai,55+,Axis Long Term Equity Fund,7000,2019-02-01,,34,active,0
INV02845,Rohini Sinha,Bangalore,36-45,UTI Flexi Cap Fund,6500,2022-09-01,2024-10-01,3,stopped,1
INV02846,Ananya Nair,Bhopal,46-55,Canara Robeco Emerging Equities,18500,2018-01-01,2022-01-01,59,stopped,1
INV02847,Sunita Kapoor,Pune,46-55,ICICI Pru Bluechip Fund,10500,2021-02-01,2024-10-01,22,stopped,1
INV02848,Swati Khanna,Chandigarh,25-35,Axis Bluechip Fund,2000,2016-09-01,2023-06-01,56,stopped,1
INV02849,Kuldeep Kapoor,Jaipur,25-35,UTI Flexi Cap Fund,5000,2022-11-01,,15,active,0
INV02850,Preeti Shukla,Surat,25-35,Nippon India Growth Fund,5000,2016-06-01,,52,active,0
INV02851,Manish Agarwal,Kochi,25-35,Parag Parikh Flexi Cap Fund,3000,2017-05-01,,27,active,0
INV02852,Preeti Mehta,Mumbai,25-35,ICICI Pru Value Discovery Fund,1500,2020-04-01,2023-02-01,23,stopped,1
INV02853,Nandini Dubey,Surat,46-55,Parag Parikh Flexi Cap Fund,4000,2020-07-01,,14,active,0
INV02854,Archana Bansal,Indore,55+,Kotak Standard Multicap Fund,2000,2016-01-01,2020-03-01,53,stopped,1
INV02855,Suresh Rao,Mumbai,36-45,Aditya Birla SL Frontline Equity,1500,2017-06-01,2019-06-01,50,stopped,1
INV02856,Gaurav Khanna,Ahmedabad,55+,ICICI Pru Bluechip Fund,5500,2019-09-01,,31,active,0
INV02857,Puja Kumar,Chennai,55+,Mirae Asset Emerging Bluechip Fund,8500,2020-07-01,,21,active,0
INV02858,Sneha Rao,Indore,55+,Kotak Standard Multicap Fund,6000,2019-11-01,2023-12-01,22,stopped,1
INV02859,Sanjay Tiwari,Chandigarh,46-55,ICICI Pru Bluechip Fund,3500,2019-05-01,,25,active,0
INV02860,Lata Tiwari,Lucknow,46-55,HDFC Flexi Cap Fund,5500,2020-10-01,2024-10-01,20,stopped,1
INV02861,Lakshmi Saxena,Visakhapatnam,46-55,Franklin India Prima Fund,3000,2018-02-01,2019-11-01,49,stopped,1
INV02862,Yogesh Bansal,Kolkata,55+,Axis Bluechip Fund,6500,2017-04-01,2017-12-01,38,stopped,1
INV02863,Swati Pandey,Bhopal,36-45,Axis Long Term Equity Fund,3500,2019-04-01,,36,active,0
INV02864,Nitin Chauhan,Surat,36-45,Nippon India Small Cap Fund,11500,2015-03-01,2021-09-01,64,stopped,1
INV02865,Seema Joshi,Kochi,36-45,Kotak Standard Multicap Fund,5500,2020-11-01,,28,active,0
INV02866,Swati Chopra,Surat,25-35,HDFC Flexi Cap Fund,1500,2018-12-01,2021-08-01,35,stopped,1
INV02867,Ashish Khanna,Kochi,25-35,Mirae Asset Emerging Bluechip Fund,12000,2016-09-01,2018-10-01,48,stopped,1
INV02868,Archana Joshi,Kolkata,36-45,Franklin India Prima Fund,1500,2016-10-01,2019-10-01,60,stopped,1
INV02869,Priya Pillai,Visakhapatnam,25-35,Canara Robeco Emerging Equities,7000,2017-04-01,2024-03-01,49,stopped,1
INV02870,Lata Kumar,Jaipur,55+,ICICI Pru Value Discovery Fund,4000,2016-07-01,2018-07-01,50,stopped,1
INV02871,Arjun Menon,Jaipur,36-45,SBI Bluechip Fund,2000,2020-03-01,2023-03-01,19,stopped,1
INV02872,Sunil Verma,Pune,36-45,Franklin India Prima Fund,1000,2021-01-01,2022-01-01,35,stopped,1
